video_id,metric,human_label,model_label,model_score,model_raw,human_range,raw_distance,bucket_distance,total_buckets,match_status,interpretation,notes
16,volume_dynamic,reserved,expressive,0,0.8376,"[0.55, 0.65]",0.1876,2.0,5,off_by_2,Highly dynamic. Strong emotional variation.,
18,body_sway,optimal,optimal,47,0.9296,"[0.55, 1.0]",0.0,0.0,5,exact_match,"Natural controlled movement (Good). Natural, relaxed posture.",
18,gaze_stability,good,poor,25,0.4029,"[0.08, 0.15]",0.2529,2.0,4,off_by_2,Unsteady or nervous gaze (Poor). Frequent darting.,
18,gesture_activity,optimal,optimal,85,3.6802,"[2.0, 5.0]",0.0,0.0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
18,gesture_magnitude,very_high,optimal,66,2.0066,[> 3.5],1.4934,2.0,5,off_by_2,"High gesture dynamics (Excellent). Confident, expansive gestures.",
18,gesture_stability,good,good,56,8.0719,"[5.0, 12.0]",0.0,0.0,4,exact_match,Natural stability (Good). Healthy fluidity.,
18,head_down_ratio,forward,frequent_down,42,0.3613,[< 0.1],0.2613,2.0,4,off_by_2,Head often tilted down.,
18,head_stability,high,high,49,2.1829,"[2.0, 3.0]",0.0,0.0,5,exact_match,Active head movement. Engaged but energetic.,
18,pause_ratio,optimal,disjointed,2,0.13,"[0.04, 0.08]",0.05,2.0,6,off_by_2,Too many pauses. Breaks the flow.,
18,pitch_dynamic,reserved,optimal,100,2.9512,,,,5,unknown,Good expressiveness. Engaging vocal melody.,
18,posture_openness,open,open,78,2.0066,[> 0.7],0.0,0.0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
18,smile_activation,excessive,optimal,21,0.782,[> 0.8],0.018,1.0,4,off_by_1,"Balanced, natural smile (Excellent). Warm and approachable.",
18,speech_rate,slow,slow,51,103.6585,"[100, 120]",0.0,0.0,6,exact_match,Slower than typical; very clear but may lack energy.,
18,vocal_punch,soft,soft,74,15.9068,"[14.0, 17.0]",0.0,0.0,5,exact_match,"Gentle delivery. Good for intimacy, bad for power.",
18,volume_dynamic,reserved,unstable,0,0.9183,"[0.55, 0.65]",0.2683,3.0,5,off_by_3,Extreme volume swings. Can be jarring.,
23,body_sway,stable,optimal,44,0.9877,"[0.3, 0.55]",0.4377,1.0,5,off_by_1,"Natural controlled movement (Good). Natural, relaxed posture.",
23,gaze_stability,good,poor,11,0.5155,"[0.08, 0.15]",0.3655,2.0,4,off_by_2,Unsteady or nervous gaze (Poor). Frequent darting.,
23,gesture_activity,high,high,5,6.4385,"[5.0, 7.5]",0.0,0.0,5,exact_match,"Fast, energetic movement.",
23,gesture_magnitude,high,optimal,73,2.6747,"[3.0, 3.5]",0.3253,1.0,5,off_by_1,"High gesture dynamics (Excellent). Confident, expansive gestures.",
23,gesture_stability,good,very_high,11,32.4843,"[5.0, 12.0]",20.4843,2.0,4,off_by_2,Strong jitter / instability (Poor). Fidgety hands.,
23,head_down_ratio,forward,occasional_down,67,0.1979,[< 0.1],0.0979,1.0,4,off_by_1,Good posture with occasional glances down.,
23,head_stability,stable,optimal,79,1.392,"[0.6, 1.0]",0.392,1.0,5,off_by_1,Natural head engagement (Excellent). Good nodding and tilting.,
23,pause_ratio,optimal,frequent_pauses,15,0.1021,"[0.04, 0.08]",0.0221,1.0,6,off_by_1,Deliberate style. Clear but may lose momentum.,
23,pitch_dynamic,theatrical,theatrical,0,5.8481,"[4.5, 6.0]",0.0,0.0,5,exact_match,Very expressive; high emotional engagement.,
23,posture_openness,open,open,95,2.6747,[> 0.7],0.0,0.0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
23,smile_activation,neutral,flat,0,0.6927,"[0.74, 0.76]",0.0473,1.0,4,off_by_1,"Flat or absent smile (Poor). Serious, poker face.",
23,speech_rate,optimal,optimal,100,145.3125,"[120, 170]",0.0,0.0,6,exact_match,Optimal pace. Easy to follow and engaging.,
23,vocal_punch,strong,optimal,100,20.022,"[21.0, 24.0]",0.978,1.0,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
23,volume_dynamic,expressive,unstable,0,0.8984,"[0.75, 0.85]",0.0484,1.0,5,off_by_1,Extreme volume swings. Can be jarring.,
24,body_sway,stable,stable,13,0.3877,"[0.3, 0.55]",0.0,0.0,5,exact_match,"Grounded, controlled posture (Excellent). Very grounded.",
24,gaze_stability,optimal,poor,10,0.8629,[< 0.08],0.7829,3.0,4,off_by_3,Unsteady or nervous gaze (Poor). Frequent darting.,
24,gesture_activity,optimal,optimal,30,2.1369,"[2.0, 5.0]",0.0,0.0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
24,gesture_magnitude,optimal,optimal,67,1.9995,"[1.8, 3.0]",0.0,0.0,5,exact_match,"High gesture dynamics (Excellent). Confident, expansive gestures.",
24,gesture_stability,optimal,optimal,72,2.4867,[< 5.0],0.0,0.0,4,exact_match,"Extremely stable gestures (Excellent). Smooth, intentional movement.",
24,head_down_ratio,forward,mostly_down,24,0.4652,[< 0.1],0.3652,3.0,4,off_by_3,Head mostly facing down. Avoids audience.,
24,head_stability,optimal,optimal,68,1.8304,"[1.0, 2.0]",0.0,0.0,5,exact_match,Natural head engagement (Excellent). Good nodding and tilting.,
24,pause_ratio,optimal,disjointed,0,0.1635,"[0.04, 0.08]",0.0835,2.0,6,off_by_2,Too many pauses. Breaks the flow.,
24,pitch_dynamic,flat,theatrical,2,5.5136,"[1.5, 2.0]",3.5136,2.0,5,off_by_2,Very expressive; high emotional engagement.,
24,posture_openness,open,neutral,64,1.9995,[> 0.7],0.0,1.0,3,off_by_1,"Neutral posture (Ok). Arms at rest, hands at sides or behind.",
24,smile_activation,neutral,flat,49,0.6955,"[0.74, 0.76]",0.0445,1.0,4,off_by_1,"Flat or absent smile (Poor). Serious, poker face.",
24,speech_rate,optimal,optimal,100,166.0,"[120, 170]",0.0,0.0,6,exact_match,Optimal pace. Easy to follow and engaging.,
24,vocal_punch,optimal,optimal,100,20.9061,"[17.0, 21.0]",0.0,0.0,5,exact_match,"Strong vocal energy. Clear, punchy articulation.",
24,volume_dynamic,reserved,unstable,0,0.9612,"[0.55, 0.65]",0.3112,3.0,5,off_by_3,Extreme volume swings. Can be jarring.,
25,body_sway,stable,optimal,57,0.9019,"[0.3, 0.55]",0.3519,1.0,5,off_by_1,"Natural controlled movement (Good). Natural, relaxed posture.",
25,gaze_stability,weak,poor,15,0.4707,"[0.15, 0.22]",0.2507,1.0,4,off_by_1,Unsteady or nervous gaze (Poor). Frequent darting.,
25,gesture_activity,optimal,optimal,67,4.2344,"[2.0, 5.0]",0.0,0.0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
25,gesture_magnitude,high,optimal,80,2.3468,"[3.0, 3.5]",0.6532,1.0,5,off_by_1,"High gesture dynamics (Excellent). Confident, expansive gestures.",
25,gesture_stability,optimal,high,43,12.2879,[< 5.0],7.2879,2.0,4,off_by_2,Mild instability (Weak). Occasional shaking.,
25,head_down_ratio,forward,frequent_down,35,0.3848,[< 0.1],0.2848,2.0,4,off_by_2,Head often tilted down.,
25,head_stability,optimal,high,47,2.2012,"[1.0, 2.0]",0.2012,1.0,5,off_by_1,Active head movement. Engaged but energetic.,
25,pause_ratio,optimal,frequent_pauses,8,0.1107,"[0.04, 0.08]",0.0307,1.0,6,off_by_1,Deliberate style. Clear but may lose momentum.,
25,pitch_dynamic,optimal,optimal,100,3.5764,"[2.0, 4.5]",0.0,0.0,5,exact_match,Good expressiveness. Engaging vocal melody.,
25,posture_openness,open,open,86,2.3468,[> 0.7],0.0,0.0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
25,smile_activation,neutral,excessive,16,0.8239,"[0.74, 0.76]",0.0639,2.0,4,off_by_2,"Very high smile (Good). Highly radiant, possibly over-expressive.",
25,speech_rate,optimal,slow,97,116.4676,"[120, 170]",3.5324,1.0,6,off_by_1,Slower than typical; very clear but may lack energy.,
25,vocal_punch,optimal,optimal,100,17.1581,"[17.0, 21.0]",0.0,0.0,5,exact_match,"Strong vocal energy. Clear, punchy articulation.",
25,volume_dynamic,optimal,expressive,7,0.7896,"[0.65, 0.75]",0.0396,1.0,5,off_by_1,Highly dynamic. Strong emotional variation.,
58,body_sway,optimal,stable,51,0.539,"[0.55, 1.0]",0.011,1.0,5,off_by_1,"Grounded, controlled posture (Excellent). Very grounded.",
58,gaze_stability,weak,good,65,0.0992,"[0.15, 0.22]",0.0508,1.0,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
58,gesture_activity,high,optimal,56,2.5588,"[5.0, 7.5]",2.4412,1.0,5,off_by_1,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
58,gesture_magnitude,optimal,optimal,66,2.0841,"[1.8, 3.0]",0.0,0.0,5,exact_match,"High gesture dynamics (Excellent). Confident, expansive gestures.",
58,gesture_stability,good,optimal,65,4.972,"[5.0, 12.0]",0.028,1.0,4,off_by_1,"Extremely stable gestures (Excellent). Smooth, intentional movement.",
58,head_down_ratio,forward,forward,95,0.0017,[< 0.1],0.0,0.0,4,exact_match,Excellent posture. Head facing audience.,
58,head_stability,high,stable,80,0.8841,"[2.0, 3.0]",1.1159,2.0,5,off_by_2,Very controlled. Serious but attentive.,
58,pause_ratio,low_pauses,frequent_pauses,27,0.0913,"[0.02, 0.04]",0.0513,2.0,6,off_by_2,Deliberate style. Clear but may lose momentum.,
58,pitch_dynamic,optimal,optimal,100,3.2505,"[2.0, 4.5]",0.0,0.0,5,exact_match,Good expressiveness. Engaging vocal melody.,
58,posture_openness,open,neutral,62,2.0841,[> 0.7],0.0,1.0,3,off_by_1,"Neutral posture (Ok). Arms at rest, hands at sides or behind.",
58,smile_activation,flat,excessive,26,0.8177,[< 0.74],0.0777,3.0,4,off_by_3,"Very high smile (Good). Highly radiant, possibly over-expressive.",
58,speech_rate,fast,fast,100,170.6897,"[170, 190]",0.0,0.0,6,exact_match,Energetic and lively. Good for excitement.,
58,vocal_punch,strong,strong,32,23.1361,"[21.0, 24.0]",0.0,0.0,5,exact_match,Very punchy. High energy and presence.,
58,volume_dynamic,optimal,unstable,0,0.8838,"[0.65, 0.75]",0.1338,2.0,5,off_by_2,Extreme volume swings. Can be jarring.,
59,body_sway,stable,optimal,82,0.7828,"[0.3, 0.55]",0.2328,1.0,5,off_by_1,"Natural controlled movement (Good). Natural, relaxed posture.",
59,gaze_stability,optimal,good,53,0.1417,[< 0.08],0.0617,1.0,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
59,gesture_activity,high,optimal,57,4.3994,"[5.0, 7.5]",0.6006,1.0,5,off_by_1,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
59,gesture_magnitude,optimal,optimal,92,2.3635,"[1.8, 3.0]",0.0,0.0,5,exact_match,"High gesture dynamics (Excellent). Confident, expansive gestures.",
59,gesture_stability,good,high,33,16.2272,"[5.0, 12.0]",4.2272,1.0,4,off_by_1,Mild instability (Weak). Occasional shaking.,
59,head_down_ratio,forward,frequent_down,57,0.2647,[< 0.1],0.1647,2.0,4,off_by_2,Head often tilted down.,
59,head_stability,stable,stable,87,0.939,"[0.6, 1.0]",0.0,0.0,5,exact_match,Very controlled. Serious but attentive.,
59,pause_ratio,low_pauses,low_pauses,98,0.0331,"[0.02, 0.04]",0.0,0.0,6,exact_match,Fast-flowing speech. Good energy but dense.,
59,pitch_dynamic,optimal,theatrical,40,4.9811,"[2.0, 4.5]",0.4811,1.0,5,off_by_1,Very expressive; high emotional engagement.,
59,posture_openness,open,open,98,2.3635,[> 0.7],0.0,0.0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
59,smile_activation,optimal,excessive,0,0.9564,"[0.76, 0.8]",0.1564,1.0,4,off_by_1,"Very high smile (Good). Highly radiant, possibly over-expressive.",
59,speech_rate,fast,fast,44,188.0194,"[170, 190]",0.0,0.0,6,exact_match,Energetic and lively. Good for excitement.,
59,vocal_punch,strong,optimal,100,17.7142,"[21.0, 24.0]",3.2858,1.0,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
59,volume_dynamic,optimal,optimal,49,0.7463,"[0.65, 0.75]",0.0,0.0,5,exact_match,Dynamic delivery. Good emotional texture.,
6,body_sway,stable,optimal,67,0.6036,"[0.3, 0.55]",0.0536,1.0,5,off_by_1,"Natural controlled movement (Good). Natural, relaxed posture.",
6,gaze_stability,weak,good,60,0.1152,"[0.15, 0.22]",0.0348,1.0,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
6,gesture_activity,optimal,optimal,37,2.2307,"[2.0, 5.0]",0.0,0.0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
6,gesture_magnitude,optimal,optimal,81,2.2408,"[1.8, 3.0]",0.0,0.0,5,exact_match,"High gesture dynamics (Excellent). Confident, expansive gestures.",
6,gesture_stability,good,optimal,70,3.289,"[5.0, 12.0]",1.711,1.0,4,off_by_1,"Extremely stable gestures (Excellent). Smooth, intentional movement.",
6,head_down_ratio,forward,frequent_down,50,0.3065,[< 0.1],0.2065,2.0,4,off_by_2,Head often tilted down.,
6,head_stability,stable,optimal,88,1.536,"[0.6, 1.0]",0.536,1.0,5,off_by_1,Natural head engagement (Excellent). Good nodding and tilting.,
6,pause_ratio,optimal,disjointed,0,0.1699,"[0.04, 0.08]",0.0899,2.0,6,off_by_2,Too many pauses. Breaks the flow.,
6,pitch_dynamic,flat,optimal,100,2.9384,"[1.5, 2.0]",0.9384,1.0,5,off_by_1,Good expressiveness. Engaging vocal melody.,
6,posture_openness,open,open,79,2.2408,[> 0.7],0.0,0.0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
6,smile_activation,flat,optimal,88,0.7668,[< 0.74],0.0268,2.0,4,off_by_2,"Balanced, natural smile (Excellent). Warm and approachable.",
6,speech_rate,optimal,slow,99,118.4713,"[120, 170]",1.5287,1.0,6,off_by_1,Slower than typical; very clear but may lack energy.,
6,vocal_punch,soft,optimal,100,17.3062,"[14.0, 17.0]",0.3062,1.0,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
6,volume_dynamic,reserved,expressive,0,0.8315,"[0.55, 0.65]",0.1815,2.0,5,off_by_2,Highly dynamic. Strong emotional variation.,
60,body_sway,stable,optimal,56,0.7175,"[0.3, 0.55]",0.1675,1.0,5,off_by_1,"Natural controlled movement (Good). Natural, relaxed posture.",
60,gaze_stability,good,optimal,78,0.0456,"[0.08, 0.15]",0.0344,1.0,4,off_by_1,"Highly controlled gaze (Excellent). Locked-in, confident gaze.",
60,gesture_activity,low,optimal,39,2.311,"[1.0, 2.0]",0.311,1.0,5,off_by_1,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
60,gesture_magnitude,very_low,low,42,1.7493,[< 1.2],0.5493,1.0,5,off_by_1,"Small, timid gestures.","shy position, monotone, almost no body movement except balancing, gaze often on the ground"
60,gesture_stability,good,optimal,69,3.6644,"[5.0, 12.0]",1.3356,1.0,4,off_by_1,"Extremely stable gestures (Excellent). Smooth, intentional movement.",
60,head_down_ratio,frequent_down,occasional_down,78,0.1337,"[0.25, 0.4]",0.1163,1.0,4,off_by_1,Good posture with occasional glances down.,
60,head_stability,stable,optimal,90,1.3348,"[0.6, 1.0]",0.3348,1.0,5,off_by_1,Natural head engagement (Excellent). Good nodding and tilting.,
60,pause_ratio,low_pauses,optimal,69,0.0672,"[0.02, 0.04]",0.0272,1.0,6,off_by_1,Perfect rhythm. Natural flow with good pacing.,
60,pitch_dynamic,flat,optimal,100,2.8243,"[1.5, 2.0]",0.8243,1.0,5,off_by_1,Good expressiveness. Engaging vocal melody.,
60,posture_openness,closed,neutral,61,1.7493,[< 0.3],1.4493,1.0,3,off_by_1,"Neutral posture (Ok). Arms at rest, hands at sides or behind.",
60,smile_activation,flat,optimal,81,0.768,[< 0.74],0.028,2.0,4,off_by_2,"Balanced, natural smile (Excellent). Warm and approachable.",
60,speech_rate,slow,optimal,100,121.5517,"[100, 120]",1.5517,1.0,6,off_by_1,Optimal pace. Easy to follow and engaging.,
60,vocal_punch,muffled,optimal,100,18.6671,[< 14.0],4.6671,2.0,5,off_by_2,"Strong vocal energy. Clear, punchy articulation.",
60,volume_dynamic,reserved,optimal,91,0.6837,"[0.55, 0.65]",0.0337,1.0,5,off_by_1,Dynamic delivery. Good emotional texture.,
61,body_sway,rigid,rigid,3,0.2595,[< 0.3],0.0,0.0,5,exact_match,Robotically still. Unnatural.,
61,gaze_stability,good,optimal,79,0.0458,"[0.08, 0.15]",0.0342,1.0,4,off_by_1,"Highly controlled gaze (Excellent). Locked-in, confident gaze.",
61,gesture_activity,very_low,very_low,1,0.7484,[< 1.0],0.0,0.0,5,exact_match,Statue-like. No movement.,
61,gesture_magnitude,very_low,low,25,1.5516,[< 1.2],0.3516,1.0,5,off_by_1,"Small, timid gestures.","shy position, monotone, no body movement, no head movement, gaze mainly looking at the camera"
61,gesture_stability,optimal,optimal,76,0.5805,[< 5.0],0.0,0.0,4,exact_match,"Extremely stable gestures (Excellent). Smooth, intentional movement.",
61,head_down_ratio,forward,forward,95,0.0052,[< 0.1],0.0,0.0,4,exact_match,Excellent posture. Head facing audience.,
61,head_stability,rigid,rigid,48,0.4429,[< 0.6],0.0,0.0,5,exact_match,Stiff neck. Frozen.,
61,pause_ratio,low_pauses,low_pauses,100,0.0377,"[0.02, 0.04]",0.0,0.0,6,exact_match,Fast-flowing speech. Good energy but dense.,
61,pitch_dynamic,robotic,optimal,100,2.0033,[< 1.5],0.5033,2.0,5,off_by_2,Good expressiveness. Engaging vocal melody.,
61,posture_openness,open,closed,23,1.5516,[> 0.7],0.0,2.0,3,off_by_2,"Closed, defensive posture (Poor). Arms close to body with hands forward.",
61,smile_activation,neutral,neutral,78,0.7581,"[0.74, 0.76]",0.0,0.0,4,exact_match,Low smile activation (Weak). Professional but reserved.,
61,speech_rate,very_slow,slow,80,110.5263,[< 100],10.5263,1.0,6,off_by_1,Slower than typical; very clear but may lack energy.,
61,vocal_punch,muffled,optimal,100,18.8463,[< 14.0],4.8463,2.0,5,off_by_2,"Strong vocal energy. Clear, punchy articulation.",
61,volume_dynamic,monotone,optimal,94,0.7131,[< 0.55],0.1631,2.0,5,off_by_2,Dynamic delivery. Good emotional texture.,
62,body_sway,distracting,unstable,6,1.2951,[> 1.3],0.0049,1.0,5,off_by_1,Restless torso movement (Weak). Noticeable swaying.,
62,gaze_stability,poor,poor,16,0.3474,[> 0.22],0.0,0.0,4,exact_match,Unsteady or nervous gaze (Poor). Frequent darting.,
62,gesture_activity,very_high,high,9,6.5733,[> 7.5],0.9267,1.0,5,off_by_1,"Fast, energetic movement.",
62,gesture_magnitude,very_high,optimal,63,2.0575,[> 3.5],1.4425,2.0,5,off_by_2,"High gesture dynamics (Excellent). Confident, expansive gestures.",too dynamic presentation with a lot of movements and gesture and walking back and forth
62,gesture_stability,very_high,very_high,19,28.4145,[> 20.0],0.0,0.0,4,exact_match,Strong jitter / instability (Poor). Fidgety hands.,
62,head_down_ratio,occasional_down,frequent_down,49,0.3103,"[0.1, 0.25]",0.0603,1.0,4,off_by_1,Head often tilted down.,
62,head_stability,distracting,distracting,1,3.9628,[> 3.0],0.0,0.0,5,exact_match,Excessive head movement (Poor). Bobblehead effect.,
62,pause_ratio,no_pauses,low_pauses,100,0.0388,[< 0.02],0.0188,1.0,6,off_by_1,Fast-flowing speech. Good energy but dense.,
62,pitch_dynamic,exaggerated,optimal,100,2.8675,[> 6.0],3.1325,2.0,5,off_by_2,Good expressiveness. Engaging vocal melody.,
62,posture_openness,open,open,76,2.0575,[> 0.7],0.0,0.0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
62,smile_activation,neutral,optimal,62,0.762,"[0.74, 0.76]",0.002,1.0,4,off_by_1,"Balanced, natural smile (Excellent). Warm and approachable.",
62,speech_rate,overwhelming,fast,47,187.3727,[> 210],22.6273,2.0,6,off_by_2,Energetic and lively. Good for excitement.,
62,vocal_punch,strong,optimal,100,17.4673,"[21.0, 24.0]",3.5327,1.0,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
62,volume_dynamic,unstable,reserved,40,0.6477,[> 0.85],0.2023,3.0,5,off_by_3,Controlled volume. Polite but could be more dynamic.,
63,body_sway,stable,optimal,28,0.5583,"[0.3, 0.55]",0.0083,1.0,5,off_by_1,"Natural controlled movement (Good). Natural, relaxed posture.",
63,gaze_stability,optimal,good,67,0.0914,[< 0.08],0.0114,1.0,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
63,gesture_activity,optimal,optimal,35,2.4956,"[2.0, 5.0]",0.0,0.0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
63,gesture_magnitude,optimal,optimal,71,2.8977,"[1.8, 3.0]",0.0,0.0,5,exact_match,"High gesture dynamics (Excellent). Confident, expansive gestures.",trying to reflect a good and balanced pitch presentation
63,gesture_stability,optimal,good,59,7.0934,[< 5.0],2.0934,1.0,4,off_by_1,Natural stability (Good). Healthy fluidity.,
63,head_down_ratio,forward,forward,88,0.0769,[< 0.1],0.0,0.0,4,exact_match,Excellent posture. Head facing audience.,
63,head_stability,stable,stable,61,0.7313,"[0.6, 1.0]",0.0,0.0,5,exact_match,Very controlled. Serious but attentive.,
63,pause_ratio,low_pauses,no_pauses,64,0.0104,"[0.02, 0.04]",0.0096,1.0,6,off_by_1,Machine-gun delivery. No breathing room.,
63,pitch_dynamic,flat,optimal,100,2.5907,"[1.5, 2.0]",0.5907,1.0,5,off_by_1,Good expressiveness. Engaging vocal melody.,
63,posture_openness,open,open,99,2.8977,[> 0.7],0.0,0.0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
63,smile_activation,optimal,neutral,57,0.755,"[0.76, 0.8]",0.005,1.0,4,off_by_1,Low smile activation (Weak). Professional but reserved.,
63,speech_rate,optimal,optimal,100,150.0,"[120, 170]",0.0,0.0,6,exact_match,Optimal pace. Easy to follow and engaging.,
63,vocal_punch,soft,optimal,100,18.6302,"[14.0, 17.0]",1.6302,1.0,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
63,volume_dynamic,optimal,optimal,100,0.7,"[0.65, 0.75]",0.0,0.0,5,exact_match,Dynamic delivery. Good emotional texture.,
64,body_sway,unstable,optimal,64,0.7475,"[1.0, 1.3]",0.2525,1.0,5,off_by_1,"Natural controlled movement (Good). Natural, relaxed posture.",
64,gaze_stability,weak,good,59,0.1174,"[0.15, 0.22]",0.0326,1.0,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
64,gesture_activity,low,optimal,73,3.0987,"[1.0, 2.0]",1.0987,1.0,5,off_by_1,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
64,gesture_magnitude,low,optimal,82,2.8155,"[1.2, 1.8]",1.0155,1.0,5,off_by_1,"High gesture dynamics (Excellent). Confident, expansive gestures.","very slow pitch, reflecting a person not very sure of what he says. the gaze is unstable and the hands stay in front of the body"
64,gesture_stability,high,good,55,8.2487,"[12.0, 20.0]",3.7513,1.0,4,off_by_1,Natural stability (Good). Healthy fluidity.,
64,head_down_ratio,occasional_down,occasional_down,67,0.208,"[0.1, 0.25]",0.0,0.0,4,exact_match,Good posture with occasional glances down.,
64,head_stability,high,optimal,68,1.6858,"[2.0, 3.0]",0.3142,1.0,5,off_by_1,Natural head engagement (Excellent). Good nodding and tilting.,
64,pause_ratio,disjointed,disjointed,0,0.1786,"[0.12, 0.18]",0.0,0.0,6,exact_match,Too many pauses. Breaks the flow.,
64,pitch_dynamic,flat,theatrical,28,5.0632,"[1.5, 2.0]",3.0632,2.0,5,off_by_2,Very expressive; high emotional engagement.,
